title,description,image,type,rating,year
The Electric Company,"The Electric Company is an educational American children's television series that was produced by the Children's Television Workshop for PBS in the United States. PBS broadcast 780 episodes over the course of its six seasons from October 25, 1971 to April 15, 1977. After it ceased production that year, the program continued in reruns from 1977 to 1985, the result of a decision made in 1975 to produce two final seasons for perpetual use. CTW produced the show at Teletape Studios Second Stage in Manhattan, the first home of Sesame Street.

The Electric Company employed sketch comedy and other devices to provide an entertaining program to help elementary school children develop their grammar and reading skills. It was intended for children who had graduated from CTW's flagship program, Sesame Street. Appropriately, the humor was more mature than what was seen there. Genres: Comedy, Family.",https://image.tmdb.org/t/p/w500/kqSyefnBcymXCfQ51Kukd4xq4w8.jpg,TV,7.346,1971
Andromeda,"Captain Dylan Hunt and his crew quest to restore a government that once presided over an extended peace and prosperity. Genres: Action & Adventure, Drama, Sci-Fi & Fantasy.",https://image.tmdb.org/t/p/w500/uAOyxeDiNwYU8GuOebU0FExh49C.jpg,TV,7.091,2000
Ishq Subhan Allah,"A liberal girl and the conflicting views of an orthodox boy reach a stage in which the issue of divorce is raised. Genres: Drama, Soap, Family.",https://image.tmdb.org/t/p/w500/4VAnrkA0jooF9apXqOvbv05pFGH.jpg,TV,2.0,2018
Star Wars Rebels,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion. Genres: Action & Adventure, Animation, Sci-Fi & Fantasy.",https://image.tmdb.org/t/p/w500/eLrScs6Bs26JMcS8hiZhf7YRROr.jpg,TV,7.727,2014
Rosewood,"Dr. Beaumont Rosewood, Jr. is a brilliant private pathologist who uses wildly sophisticated technology and his drive to live life to the fullest to help a tough-as-nails detective and the Miami PD uncover clues no one else can see. Genres: Drama.",https://image.tmdb.org/t/p/w500/zjrfQbFzmOaOrgEbJHG2eIwjKbv.jpg,TV,6.511,2015
Document 72 Hours,"An unusual documentary series that delves into human dramas through chance encounters with ordinary people at selected spots. Filmed over 72 hours in a single location, the show captures glimpses into people's lives as they open up and share their stories. Genres: Documentary.",https://image.tmdb.org/t/p/w500/iQO83tdISeenWmtG3wp6EteuGfZ.jpg,TV,8.7,2006
One Hundred Thousand Years of Qi Refining,"One hundred thousand years ago, the Heavenly Lan Clan reigned over the cultivation world, and all the disciples of the clan were proud and invincible. In order to break through the cultivation level and ascend as soon as possible, Xu Yang, the only disciple of the sect, had been in the Qi refining stage. When he came out, the cultivation world had already declined and only three or five disciples were left in Tian Lan Clan. As the clan expands, the truth of Xu Yang's stagnant cultivation is revealed step by step, and a hidden secret that runs through the three realms of human, devil and immortal is revealed to everyone! Is it a thought to become a god, or a thought to become a devil? The life and death of the world is between the palms of Xu Yang's hands! Genres: Animation, Action & Adventure, Sci-Fi & Fantasy.",https://image.tmdb.org/t/p/w500/dZF7DTXgyoyshdALJLOrQ9Zj4Xz.jpg,TV,8.6,2023
Arli$$,"A behind-the-scenes look at the glitzy, big-money world of professional sports following the eternally optimistic and endlessly resourceful L.A. sports agent Arliss Michaels whose Achilles' heel is his inability to say “no” to clients and employees. Genres: Comedy.",https://image.tmdb.org/t/p/w500/cJgRJdI1UsdpXEpkVtlmT0quTzm.jpg,TV,6.786,1996
De Wereld Draait Door,"Talk show hosted by Matthijs van Nieuwkerk containing a mixture of news, information, television bloopers and general entertainment. Genres: Talk.",https://image.tmdb.org/t/p/w500/usDvOyAmTaLXV25hL5zoCUS0Rz4.jpg,TV,5.1,2005
Welcome to Wrexham,"Documentary series tracking the dreams and worries of Wrexham, a working-class town in North Wales, UK, as two Hollywood stars (Rob McElhenney and Ryan Reynolds) take ownership of the town’s historic yet struggling football club. Genres: Documentary, Reality.",https://image.tmdb.org/t/p/w500/65Bs500TJ84QcgLQNBGmoWHtlna.jpg,TV,7.76,2022
Smoking Behind the Supermarket with You,"Sasaki is an overworked salaryman drifting through the corporate grind, sustained by cigarettes and the cheerful service and smile of Yamada, the clerk at his favorite supermarket. But one night after a grueling shift, he arrives late to find Yamada nowhere to be seen. With nowhere left to smoke, his spirits sink—until a pierced young woman calls out to him: “You can smoke here.” Genres: Animation, Comedy.",https://image.tmdb.org/t/p/w500/n8ZvVflzDKN3vXe85F1KdC5CFf9.jpg,TV,9.1,2026
The Righteous Gemstones,"The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus. Genres: Comedy, Drama.",https://image.tmdb.org/t/p/w500/bKb54fgtMrS54VMMl8KdDIFlG3g.jpg,TV,7.465,2019
Rebel Rio,"Elite Way is one of the most renowned educational institutions in the country, where students have access to high quality education and play sports. Despite the rigid schedule, the richest families in Rio de Janeiro want that their children study in the Elite Way. This is the case of Alice, Diego, Roberta, Carla and Tomás, some rebel teenagers and full of fancies that will discover in music a common goal. Genres: Soap, Family, Drama.",https://image.tmdb.org/t/p/w500/yor8wTpvqQxz6w3wWlIsUC5cMe1.jpg,TV,6.875,2011
Modern Marvels,"HISTORY’s longest-running series moves to H2. Modern Marvels celebrates the ingenuity, invention and imagination found in the world around us. From commonplace items like ink and coffee to architectural masterpieces and engineering disasters, the hit series goes beyond the basics to provide insight and history into things we wonder about and that impact our lives. This series tells fascinating stories of the doers, the dreamers and sometime-schemers that create everyday items, technological breakthroughs and manmade wonders. The hit series goes deep to explore the leading edge of human inspiration and ambition. Genres: Documentary.",https://image.tmdb.org/t/p/w500/uRMi6q4mazNTZ2HKdiY6RP5noDW.jpg,TV,8.1,1993
Heart Signal,"A dating reality show about eight strangers, 4 men and 4 women, living together in the Signal House. Genres: Reality.",https://image.tmdb.org/t/p/w500/goGRtZKhPhLGgtxVA5gBdDfFcDe.jpg,TV,6.071,2018
RE-MAIN,"Minato is a boy who stopped playing water polo due to a certain incident in the winter of his third middle school year. He picks the sport back up again with a new team when he starts in high school, but the fledgling team runs into many problems. Genres: Animation, Comedy, Drama.",https://image.tmdb.org/t/p/w500/nnsLtt5RndrFzNBgVRQjRdXLeeq.jpg,TV,6.766,2021
The Affair,"The emotional effects of an extramarital relationship between Noah, a New York City schoolteacher and budding novelist with a wife of twenty years and four children and Alison, a young waitress and wife from Montauk at the end of Long Island, trying to piece her life back together in the wake of a tragedy. Genres: Drama.",https://image.tmdb.org/t/p/w500/8scKJeu6GoxMqpt7UO5aMeU0TOn.jpg,TV,6.706,2014
Smash,"Celebrating the beauty and heartbreak of the Broadway theater, following a cross section of dreamers and schemers who all have one common desire - to be a ""Smash."" Genres: Drama.",https://image.tmdb.org/t/p/w500/eiE6e3KLE9ecoHBc6KTCtWdiB7X.jpg,TV,6.413,2012
Love Is Blind,"Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person. Genres: Reality.",https://image.tmdb.org/t/p/w500/8XhV6ke8ltRYoG4SYmibF2bGwrC.jpg,TV,6.197,2020
Naagin,"A miraculous shape-shifting snake has the power to become a human. She can be anybody she wants: a wife, a seductress, a mistress, a damsel in distress: all in the name of revenge. Genres: Action & Adventure, Mystery, Sci-Fi & Fantasy.",https://image.tmdb.org/t/p/w500/r76GlGdzE5OCq3LRx1niR8IEli0.jpg,TV,3.1,2015
Power,"A successful New York entrepreneur lives a double life as the head of a drug empire that serves only the rich and influential, all while wanting to escape the underworld and keep his family safe. Genres: Crime, Drama.",https://image.tmdb.org/t/p/w500/ctftzvyj8b0odco7EoS9VfJhf7K.jpg,TV,7.685,2014
Grand Blue Dreaming,"A college student joins the local diving club after meeting some rowdy upperclassmen. New adventures in booze and the ocean await. Genres: Animation, Comedy.",https://image.tmdb.org/t/p/w500/ii1yrluzWisy1rygSKz8lJkAkil.jpg,TV,7.7,2018
Detective Investigation Files,"""Detective Investigation Files"" revolves around the professional and meticulous investigations carried out by a group of dedicated police officers. As they delve into mysterious deaths with unclear causes, they tirelessly work towards maintaining peace and security for the people. However, their demanding job often comes at the expense of personal happiness.

Cheung Dai Yong, a brilliant and astute police officer, has a track record of solving crucial cases. His trusted colleague, Lee Chung Yee, stands by his side, and together they tackle challenging and complex cases. Amidst their work, Dai Yong encounters Ko Jit, a tenacious journalist. Despite their initial conflicts, a deepening connection blossoms between them. However, Ko Jit already has a romantic partner. Genres: Mystery, Crime, Drama.",https://image.tmdb.org/t/p/w500/wivAFRPJJTvV8nloc2HjcwdeWxh.jpg,TV,8.1,1995
I Became a Legend After My 10 Year-Long Last Stand,"Luck, an S-rank mage in the hero's party, makes a last stand against the Demon King to save his companions. When he finally returns victorious, ten years have passed, and the world praises him as a legendary hero who died in battle. Unable to reclaim his former life, Luck conceals his identity and begins again as ""Lock,"" an F-rank adventurer forging a future in a world that moved on without him. Genres: Animation, Sci-Fi & Fantasy, Action & Adventure.",https://image.tmdb.org/t/p/w500/4LaPshxWTFcBhc5ib8xOfYeD9tH.jpg,TV,8.0,2026
Gasoleros,"The plot is based on the daily life of the Panigasi family, an impoverished middle-class family. Genres: Comedy.",https://image.tmdb.org/t/p/w500/96bDKOI5hVjGVzGclTq0URa5hAC.jpg,TV,8.0,1998
Pointless Celebrities,"Alexander Armstrong and Richard Osman present a celebrity version of the general knowledge quiz in which contestants try to come up with the answers that nobody else could think of. Genres: Talk, Reality.",https://image.tmdb.org/t/p/w500/mug8RcmBuUCY4Sy6ESAjcGyIWQi.jpg,TV,6.3,2011
Go Fighting,"Go Fighting! is classified as a game-variety-reality show, and the MCs and guests complete missions at a landmark to win the objective. Usually each episode will also have an over-arching theme or story. Each episode varies in the challenges and the instructions given to the MCs, and rules are not strictly enforced, resulting in a largely unscripted show. Genres: Reality.",https://image.tmdb.org/t/p/w500/nYsiHMplUCBFazdAOVr1gQaGy34.jpg,TV,8.6,2015
Love Naggers,"From the quirky to the scandalous, any relationship is fair game for a panel of love experts who comb over text messages and revel in reenactments. Genres: Talk, Reality.",https://image.tmdb.org/t/p/w500/5CxwFNv9YVk1YyAkzbyXAMplbfX.jpg,TV,2.0,2018
Doom Patrol,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find. Genres: Sci-Fi & Fantasy, Drama.",https://image.tmdb.org/t/p/w500/nVN7Dt0Xr78gnJepRsRLaLYklbY.jpg,TV,7.486,2019
Revenged Love,"After Wu Suo-wei's girlfriend dumps him, he decides to get revenge by seducing her new boyfriend, Chi Cheng! It started as a game, but falling in love was never part of the plan. Genres: Drama, Action & Adventure.",https://image.tmdb.org/t/p/w500/kJTSJ6X9zjL4nYM8Oje21sTuoOZ.jpg,TV,8.34,2025
So You Think You Can Dance,"Dancers selected in open auditions across America take part in a rigorous competition designed to best display their talents, training and personalities to a panel of judges and viewers as they strive to win votes and avoid elimination. Genres: Reality.",https://image.tmdb.org/t/p/w500/e4JAJ3UGBmAshXQG69uH9AgnZkp.jpg,TV,6.8,2005
WWF Wrestling Challenge,"The biggest WWE Superstars of the late 1980s and early '90s settle their differences in the ring on ""Wrestling Challenge""; featuring exciting matches and memorable interviews, this weekly television series captures an important era of WWE history. Genres: Drama, Action & Adventure.",https://image.tmdb.org/t/p/w500/d8rY9foYLCVvV1lOAnBY4RUVTnP.jpg,TV,6.8,1986
Rich Girl Caretaker: I'm Secretly the Caregiver of the Most Popular Girl in This Rich Kid School,"Hinako Konohana is the perfect young lady—graceful, elegant, and flawless… or so everyone thinks. Behind closed doors, she's a total disaster who can't handle basic chores! When ordinary student Itsuki Tomonari becomes her caretaker, he's thrown into 24/7 damage control, maintaining her ""perfect"" image. It's awkward, nonstop chaos—but it starts softening into something that feels like love… Genres: Animation, Comedy.",https://image.tmdb.org/t/p/w500/5vVcJljxO9z1Y5pt4f2axv4NFpb.jpg,TV,6.5,2026
